,Team,Median of Age,Mean of Age,Std of Age,Median of Matches Played,Mean of Matches Played,Std of Matches Played,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of non-Penalty Goals,Mean of non-Penalty Goals,Std of non-Penalty Goals,Median of Penalty Goals,Mean of Penalty Goals,Std of Penalty Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of Expected xG,Mean of Expected xG,Std of Expected xG,Median of Expected npxG,Mean of Expected npxG,Std of Expected npxG,Median of Expected xAG,Mean of Expected xAG,Std of Expected xAG,Median of Progression PrgC,Mean of Progression PrgC,Std of Progression PrgC,Median of Progression PrgP,Mean of Progression PrgP,Std of Progression PrgP,Median of Progression PrgR,Mean of Progression PrgR,Std of Progression PrgR,Median of Per90Minutes Gls,Mean of Per90Minutes Gls,Std of Per90Minutes Gls,Median of Per90Minutes Ast,Mean of Per90Minutes Ast,Std of Per90Minutes Ast,Median of Per90Minutes G+A,Mean of Per90Minutes G+A,Std of Per90Minutes G+A,Median of Per90Minutes G-PK,Mean of Per90Minutes G-PK,Std of Per90Minutes G-PK,Median of Per90Minutes G+A-PK,Mean of Per90Minutes G+A-PK,Std of Per90Minutes G+A-PK,Median of Per90Minutes xG,Mean of Per90Minutes xG,Std of Per90Minutes xG,Median of Per90Minutes xAG,Mean of Per90Minutes xAG,Std of Per90Minutes xAG,Median of Per90Minutes xG+xAG,Mean of Per90Minutes xG+xAG,Std of Per90Minutes xG+xAG,Median of Per90Minutes npxG,Mean of Per90Minutes npxG,Std of Per90Minutes npxG,Median of Per90Minutes npxG+xAG,Mean of Per90Minutes npxG+xAG,Std of Per90Minutes npxG+xAG,Median of Goalkeeping_Performance GA,Mean of Goalkeeping_Performance GA,Std of Goalkeeping_Performance GA,Median of Goalkeeping_Performance GA90,Mean of Goalkeeping_Performance GA90,Std of Goalkeeping_Performance GA90,Median of Goalkeeping_Performance SoTA,Mean of Goalkeeping_Performance SoTA,Std of Goalkeeping_Performance SoTA,Median of Goalkeeping_Performance Saves,Mean of Goalkeeping_Performance Saves,Std of Goalkeeping_Performance Saves,Median of Goalkeeping_Performance Save%,Mean of Goalkeeping_Performance Save%,Std of Goalkeeping_Performance Save%,Median of Goalkeeping_Performance W,Mean of Goalkeeping_Performance W,Std of Goalkeeping_Performance W,Median of Goalkeeping_Performance D,Mean of Goalkeeping_Performance D,Std of Goalkeeping_Performance D,Median of Goalkeeping_Performance L,Mean of Goalkeeping_Performance L,Std of Goalkeeping_Performance L,Median of Goalkeeping_Performance CS,Mean of Goalkeeping_Performance CS,Std of Goalkeeping_Performance CS,Median of Goalkeeping_Performance CS%,Mean of Goalkeeping_Performance CS%,Std of Goalkeeping_Performance CS%,Median of Goalkeeping_PenaltyKicks PKAtt,Mean of Goalkeeping_PenaltyKicks PKAtt,Std of Goalkeeping_PenaltyKicks PKAtt,Median of Goalkeeping_PenaltyKicks PKA,Mean of Goalkeeping_PenaltyKicks PKA,Std of Goalkeeping_PenaltyKicks PKA,Median of Goalkeeping_PenaltyKicks PKsv,Mean of Goalkeeping_PenaltyKicks PKsv,Std of Goalkeeping_PenaltyKicks PKsv,Median of Goalkeeping_PenaltyKicks PKm,Mean of Goalkeeping_PenaltyKicks PKm,Std of Goalkeeping_PenaltyKicks PKm,Median of Goalkeeping_PenaltyKicks Save%,Mean of Goalkeeping_PenaltyKicks Save%,Std of Goalkeeping_PenaltyKicks Save%,Median of Shooting_Standard Gls,Mean of Shooting_Standard Gls,Std of Shooting_Standard Gls,Median of Shooting_Standard Sh,Mean of Shooting_Standard Sh,Std of Shooting_Standard Sh,Median of Shooting_Standard SoT,Mean of Shooting_Standard SoT,Std of Shooting_Standard SoT,Median of Shooting_Standard SoT%,Mean of Shooting_Standard SoT%,Std of Shooting_Standard SoT%,Median of Shooting_Standard Sh/90,Mean of Shooting_Standard Sh/90,Std of Shooting_Standard Sh/90,Median of Shooting_Standard SoT/90,Mean of Shooting_Standard SoT/90,Std of Shooting_Standard SoT/90,Median of Shooting_Standard G/Sh,Mean of Shooting_Standard G/Sh,Std of Shooting_Standard G/Sh,Median of Shooting_Standard G/SoT,Mean of Shooting_Standard G/SoT,Std of Shooting_Standard G/SoT,Median of Shooting_Standard Dist,Mean of Shooting_Standard Dist,Std of Shooting_Standard Dist,Median of Shooting_Standard FK,Mean of Shooting_Standard FK,Std of Shooting_Standard FK,Median of Shooting_Standard PK,Mean of Shooting_Standard PK,Std of Shooting_Standard PK,Median of Shooting_Standard PKatt,Mean of Shooting_Standard PKatt,Std of Shooting_Standard PKatt,Median of Shooting_Expected xG,Mean of Shooting_Expected xG,Std of Shooting_Expected xG,Median of Shooting_Expected npxG,Mean of Shooting_Expected npxG,Std of Shooting_Expected npxG,Median of Shooting_Expected npxG/Sh,Mean of Shooting_Expected npxG/Sh,Std of Shooting_Expected npxG/Sh,Median of Shooting_Expected G-xG,Mean of Shooting_Expected G-xG,Std of Shooting_Expected G-xG,Median of Shooting_Expected np:G-xG,Mean of Shooting_Expected np:G-xG,Std of Shooting_Expected np:G-xG,Median of Passing_Total Cmp,Mean of Passing_Total Cmp,Std of Passing_Total Cmp,Median of Passing_Total Att,Mean of Passing_Total Att,Std of Passing_Total Att,Median of Passing_Total Cmp%,Mean of Passing_Total Cmp%,Std of Passing_Total Cmp%,Median of Passing_Total TotDist,Mean of Passing_Total TotDist,Std of Passing_Total TotDist,Median of Passing_Total PrgDist,Mean of Passing_Total PrgDist,Std of Passing_Total PrgDist,Median of Passing_Short Cmp,Mean of Passing_Short Cmp,Std of Passing_Short Cmp,Median of Passing_Short Att,Mean of Passing_Short Att,Std of Passing_Short Att,Median of Passing_Short Cmp%,Mean of Passing_Short Cmp%,Std of Passing_Short Cmp%,Median of Passing_Medium Cmp,Mean of Passing_Medium Cmp,Std of Passing_Medium Cmp,Median of Passing_Medium Att,Mean of Passing_Medium Att,Std of Passing_Medium Att,Median of Passing_Medium Cmp%,Mean of Passing_Medium Cmp%,Std of Passing_Medium Cmp%,Median of Passing_Long Cmp,Mean of Passing_Long Cmp,Std of Passing_Long Cmp,Median of Passing_Long Att,Mean of Passing_Long Att,Std of Passing_Long Att,Median of Passing_Long Cmp%,Mean of Passing_Long Cmp%,Std of Passing_Long Cmp%,Median of Passing_Expected Ast,Mean of Passing_Expected Ast,Std of Passing_Expected Ast,Median of Passing_Expected xAG,Mean of Passing_Expected xAG,Std of Passing_Expected xAG,Median of Passing_Expected xA,Mean of Passing_Expected xA,Std of Passing_Expected xA,Median of Passing_Expected A-xAG,Mean of Passing_Expected A-xAG,Std of Passing_Expected A-xAG,Median of Passing_Expected KP,Mean of Passing_Expected KP,Std of Passing_Expected KP,Median of Passing_Expected 1/3,Mean of Passing_Expected 1/3,Std of Passing_Expected 1/3,Median of Passing_Expected PPA,Mean of Passing_Expected PPA,Std of Passing_Expected PPA,Median of Passing_Expected CrsPA,Mean of Passing_Expected CrsPA,Std of Passing_Expected CrsPA,Median of Passing_Expected PrgP,Mean of Passing_Expected PrgP,Std of Passing_Expected PrgP,Median of PassTypes_PassTypes Live,Mean of PassTypes_PassTypes Live,Std of PassTypes_PassTypes Live,Median of PassTypes_PassTypes Dead,Mean of PassTypes_PassTypes Dead,Std of PassTypes_PassTypes Dead,Median of PassTypes_PassTypes FK,Mean of PassTypes_PassTypes FK,Std of PassTypes_PassTypes FK,Median of PassTypes_PassTypes TB,Mean of PassTypes_PassTypes TB,Std of PassTypes_PassTypes TB,Median of PassTypes_PassTypes Sw,Mean of PassTypes_PassTypes Sw,Std of PassTypes_PassTypes Sw,Median of PassTypes_PassTypes Crs,Mean of PassTypes_PassTypes Crs,Std of PassTypes_PassTypes Crs,Median of PassTypes_PassTypes TI,Mean of PassTypes_PassTypes TI,Std of PassTypes_PassTypes TI,Median of PassTypes_PassTypes CK,Mean of PassTypes_PassTypes CK,Std of PassTypes_PassTypes CK,Median of PassTypes_CornerKicks In,Mean of PassTypes_CornerKicks In,Std of PassTypes_CornerKicks In,Median of PassTypes_CornerKicks Out,Mean of PassTypes_CornerKicks Out,Std of PassTypes_CornerKicks Out,Median of PassTypes_CornerKicks Str,Mean of PassTypes_CornerKicks Str,Std of PassTypes_CornerKicks Str,Median of PassTypes_Outcomes Cmp,Mean of PassTypes_Outcomes Cmp,Std of PassTypes_Outcomes Cmp,Median of PassTypes_Outcomes Off,Mean of PassTypes_Outcomes Off,Std of PassTypes_Outcomes Off,Median of PassTypes_Outcomes Blocks,Mean of PassTypes_Outcomes Blocks,Std of PassTypes_Outcomes Blocks,Median of GoalAndShotCreation_SCA SCA,Mean of GoalAndShotCreation_SCA SCA,Std of GoalAndShotCreation_SCA SCA,Median of GoalAndShotCreation_SCA SCA90,Mean of GoalAndShotCreation_SCA SCA90,Std of GoalAndShotCreation_SCA SCA90,Median of GoalAndShotCreation_SCATypes PassLive,Mean of GoalAndShotCreation_SCATypes PassLive,Std of GoalAndShotCreation_SCATypes PassLive,Median of GoalAndShotCreation_SCATypes PassDead,Mean of GoalAndShotCreation_SCATypes PassDead,Std of GoalAndShotCreation_SCATypes PassDead,Median of GoalAndShotCreation_SCATypes TO,Mean of GoalAndShotCreation_SCATypes TO,Std of GoalAndShotCreation_SCATypes TO,Median of GoalAndShotCreation_SCATypes Sh,Mean of GoalAndShotCreation_SCATypes Sh,Std of GoalAndShotCreation_SCATypes Sh,Median of GoalAndShotCreation_SCATypes Fld,Mean of GoalAndShotCreation_SCATypes Fld,Std of GoalAndShotCreation_SCATypes Fld,Median of GoalAndShotCreation_SCATypes Def,Mean of GoalAndShotCreation_SCATypes Def,Std of GoalAndShotCreation_SCATypes Def,Median of GoalAndShotCreation_GCA GCA,Mean of GoalAndShotCreation_GCA GCA,Std of GoalAndShotCreation_GCA GCA,Median of GoalAndShotCreation_GCA GCA90,Mean of GoalAndShotCreation_GCA GCA90,Std of GoalAndShotCreation_GCA GCA90,Median of GoalAndShotCreation_GCATypes PassLive,Mean of GoalAndShotCreation_GCATypes PassLive,Std of GoalAndShotCreation_GCATypes PassLive,Median of GoalAndShotCreation_GCATypes PassDead,Mean of GoalAndShotCreation_GCATypes PassDead,Std of GoalAndShotCreation_GCATypes PassDead,Median of GoalAndShotCreation_GCATypes TO,Mean of GoalAndShotCreation_GCATypes TO,Std of GoalAndShotCreation_GCATypes TO,Median of GoalAndShotCreation_GCATypes Sh,Mean of GoalAndShotCreation_GCATypes Sh,Std of GoalAndShotCreation_GCATypes Sh,Median of GoalAndShotCreation_GCATypes Fld,Mean of GoalAndShotCreation_GCATypes Fld,Std of GoalAndShotCreation_GCATypes Fld,Median of GoalAndShotCreation_GCATypes Def,Mean of GoalAndShotCreation_GCATypes Def,Std of GoalAndShotCreation_GCATypes Def,Median of DefensiveActions_Tackles Tkl,Mean of DefensiveActions_Tackles Tkl,Std of DefensiveActions_Tackles Tkl,Median of DefensiveActions_Tackles TklW,Mean of DefensiveActions_Tackles TklW,Std of DefensiveActions_Tackles TklW,Median of DefensiveActions_Tackles Def 3rd,Mean of DefensiveActions_Tackles Def 3rd,Std of DefensiveActions_Tackles Def 3rd,Median of DefensiveActions_Tackles Mid 3rd,Mean of DefensiveActions_Tackles Mid 3rd,Std of DefensiveActions_Tackles Mid 3rd,Median of DefensiveActions_Tackles Att 3rd,Mean of DefensiveActions_Tackles Att 3rd,Std of DefensiveActions_Tackles Att 3rd,Median of DefensiveActions_Challenges Tkl,Mean of DefensiveActions_Challenges Tkl,Std of DefensiveActions_Challenges Tkl,Median of DefensiveActions_Challenges Att,Mean of DefensiveActions_Challenges Att,Std of DefensiveActions_Challenges Att,Median of DefensiveActions_Challenges Tkl%,Mean of DefensiveActions_Challenges Tkl%,Std of DefensiveActions_Challenges Tkl%,Median of DefensiveActions_Challenges Lost,Mean of DefensiveActions_Challenges Lost,Std of DefensiveActions_Challenges Lost,Median of DefensiveActions_Blocks Blocks,Mean of DefensiveActions_Blocks Blocks,Std of DefensiveActions_Blocks Blocks,Median of DefensiveActions_Blocks Sh,Mean of DefensiveActions_Blocks Sh,Std of DefensiveActions_Blocks Sh,Median of DefensiveActions_Blocks Pass,Mean of DefensiveActions_Blocks Pass,Std of DefensiveActions_Blocks Pass,Median of DefensiveActions_Blocks Int,Mean of DefensiveActions_Blocks Int,Std of DefensiveActions_Blocks Int,Median of DefensiveActions_Blocks Tkl + Int,Mean of DefensiveActions_Blocks Tkl + Int,Std of DefensiveActions_Blocks Tkl + Int,Median of DefensiveActions_Blocks Clr,Mean of DefensiveActions_Blocks Clr,Std of DefensiveActions_Blocks Clr,Median of DefensiveActions_Blocks Err,Mean of DefensiveActions_Blocks Err,Std of DefensiveActions_Blocks Err,Median of Possession_Touches Touches,Mean of Possession_Touches Touches,Std of Possession_Touches Touches,Median of Possession_Touches Def Pen,Mean of Possession_Touches Def Pen,Std of Possession_Touches Def Pen,Median of Possession_Touches Def 3rd,Mean of Possession_Touches Def 3rd,Std of Possession_Touches Def 3rd,Median of Possession_Touches Mid 3rd,Mean of Possession_Touches Mid 3rd,Std of Possession_Touches Mid 3rd,Median of Possession_Touches Att 3rd,Mean of Possession_Touches Att 3rd,Std of Possession_Touches Att 3rd,Median of Possession_Touches Att Pen,Mean of Possession_Touches Att Pen,Std of Possession_Touches Att Pen,Median of Possession_Touches Live,Mean of Possession_Touches Live,Std of Possession_Touches Live,Median of Possession_TakeOns Att,Mean of Possession_TakeOns Att,Std of Possession_TakeOns Att,Median of Possession_TakeOns Succ,Mean of Possession_TakeOns Succ,Std of Possession_TakeOns Succ,Median of Possession_TakeOns Succ%,Mean of Possession_TakeOns Succ%,Std of Possession_TakeOns Succ%,Median of Possession_TakeOns Tkld,Mean of Possession_TakeOns Tkld,Std of Possession_TakeOns Tkld,Median of Possession_TakeOns Tkld%,Mean of Possession_TakeOns Tkld%,Std of Possession_TakeOns Tkld%,Median of Possession_Carries Carries,Mean of Possession_Carries Carries,Std of Possession_Carries Carries,Median of Possession_Carries TotDist,Mean of Possession_Carries TotDist,Std of Possession_Carries TotDist,Median of Possession_Carries PrgDist,Mean of Possession_Carries PrgDist,Std of Possession_Carries PrgDist,Median of Possession_Carries PrgC,Mean of Possession_Carries PrgC,Std of Possession_Carries PrgC,Median of Possession_Carries 1/3,Mean of Possession_Carries 1/3,Std of Possession_Carries 1/3,Median of Possession_Carries CPA,Mean of Possession_Carries CPA,Std of Possession_Carries CPA,Median of Possession_Carries Mis,Mean of Possession_Carries Mis,Std of Possession_Carries Mis,Median of Possession_Carries Dis,Mean of Possession_Carries Dis,Std of Possession_Carries Dis,Median of Possession_Receiving Rec,Mean of Possession_Receiving Rec,Std of Possession_Receiving Rec,Median of Possession_Receiving PrgR,Mean of Possession_Receiving PrgR,Std of Possession_Receiving PrgR,Median of PlayingTime_Starts Starts,Mean of PlayingTime_Starts Starts,Std of PlayingTime_Starts Starts,Median of PlayingTime_Starts Mn/Start,Mean of PlayingTime_Starts Mn/Start,Std of PlayingTime_Starts Mn/Start,Median of PlayingTime_Starts Compl,Mean of PlayingTime_Starts Compl,Std of PlayingTime_Starts Compl,Median of PlayingTime_Subs Subs,Mean of PlayingTime_Subs Subs,Std of PlayingTime_Subs Subs,Median of PlayingTime_Subs Mn/Sub,Mean of PlayingTime_Subs Mn/Sub,Std of PlayingTime_Subs Mn/Sub,Median of PlayingTime_Subs unSub,Mean of PlayingTime_Subs unSub,Std of PlayingTime_Subs unSub,Median of PlayingTime_TeamSuccess PPM,Mean of PlayingTime_TeamSuccess PPM,Std of PlayingTime_TeamSuccess PPM,Median of PlayingTime_TeamSuccess onG,Mean of PlayingTime_TeamSuccess onG,Std of PlayingTime_TeamSuccess onG,Median of PlayingTime_TeamSuccess onGA,Mean of PlayingTime_TeamSuccess onGA,Std of PlayingTime_TeamSuccess onGA,Median of PlayingTime_TeamSuccess_xG onxG,Mean of PlayingTime_TeamSuccess_xG onxG,Std of PlayingTime_TeamSuccess_xG onxG,Median of PlayingTime_TeamSuccess_xG onxGA,Mean of PlayingTime_TeamSuccess_xG onxGA,Std of PlayingTime_TeamSuccess_xG onxGA,Median of MiscellaneousStats_Performance Fls,Mean of MiscellaneousStats_Performance Fls,Std of MiscellaneousStats_Performance Fls,Median of MiscellaneousStats_Performance Fld,Mean of MiscellaneousStats_Performance Fld,Std of MiscellaneousStats_Performance Fld,Median of MiscellaneousStats_Performance Off,Mean of MiscellaneousStats_Performance Off,Std of MiscellaneousStats_Performance Off,Median of MiscellaneousStats_Performance Crs,Mean of MiscellaneousStats_Performance Crs,Std of MiscellaneousStats_Performance Crs,Median of MiscellaneousStats_Performance OG,Mean of MiscellaneousStats_Performance OG,Std of MiscellaneousStats_Performance OG,Median of MiscellaneousStats_Performance Recov,Mean of MiscellaneousStats_Performance Recov,Std of MiscellaneousStats_Performance Recov,Median of MiscellaneousStats_AerialDuels Won,Mean of MiscellaneousStats_AerialDuels Won,Std of MiscellaneousStats_AerialDuels Won,Median of MiscellaneousStats_AerialDuels Lost,Mean of MiscellaneousStats_AerialDuels Lost,Std of MiscellaneousStats_AerialDuels Lost,Median of MiscellaneousStats_AerialDuels Won%,Mean of MiscellaneousStats_AerialDuels Won%,Std of MiscellaneousStats_AerialDuels Won%
0,all,25.00,25.50,4.13,23.00,22.66,10.14,16.00,16.94,11.17,1419.00,1518.37,949.24,1.00,2.23,3.35,0.00,0.19,0.84,1.00,1.74,2.47,3.00,3.32,2.84,0.00,0.12,0.34,1.10,2.44,3.57,1.10,2.26,3.11,1.00,1.75,2.19,17.00,28.85,32.30,44.00,59.33,57.58,30.00,58.65,71.20,0.07,0.14,0.19,0.05,0.10,0.14,0.15,0.24,0.27,0.07,0.13,0.18,0.15,0.23,0.25,0.08,0.15,0.18,0.07,0.10,0.11,0.17,0.25,0.24,0.08,0.14,0.17,0.17,0.25,0.23,28.00,33.54,22.30,1.64,1.71,0.62,80.00,98.43,65.49,56.00,65.97,44.94,67.70,66.88,8.46,6.00,8.05,6.62,4.00,4.43,3.04,6.00,8.03,6.53,3.00,4.24,3.88,20.00,20.15,14.57,2.00,2.89,2.63,2.00,2.59,2.57,0.00,0.22,0.48,0.00,0.08,0.28,0.00,9.72,21.94,1.00,2.42,3.82,12.00,20.98,23.10,4.00,7.18,9.09,32.50,31.47,18.61,1.04,1.30,1.10,0.29,0.45,0.47,0.08,0.09,0.11,0.27,0.30,0.26,16.30,16.52,4.76,0.00,0.57,1.81,0.00,0.19,0.84,0.00,0.22,0.93,1.10,2.44,3.57,1.10,2.26,3.11,0.09,0.10,0.07,-0.10,-0.01,1.38,-0.10,-0.03,1.36,494.00,634.88,549.83,627.00,786.39,634.05,78.70,78.24,8.29,7596.00,10789.13,9776.11,2329.00,3816.69,4159.29,244.00,305.17,263.73,276.00,341.44,283.27,88.60,88.03,6.85,174.00,259.08,254.62,212.00,298.86,275.00,84.50,82.78,10.29,32.00,54.15,63.76,60.00,104.23,132.39,53.25,54.47,15.09,1.00,1.74,2.47,1.00,1.75,2.19,0.90,1.55,1.89,-0.10,-0.02,1.13,9.00,15.96,18.48,29.00,47.29,50.35,8.00,13.72,16.17,1.00,2.86,4.38,44.00,59.33,57.58,567.00,713.76,584.24,38.00,69.71,87.24,8.00,18.91,27.44,1.00,2.69,4.54,2.00,4.07,5.94,10.00,26.61,42.32,5.00,27.22,54.77,0.00,8.33,23.06,0.00,4.06,11.76,0.00,2.44,8.82,0.00,0.20,0.93,494.00,634.88,549.83,2.00,2.93,3.12,12.00,14.73,13.27,25.00,37.33,37.65,2.11,2.24,1.47,19.00,27.34,26.96,0.00,3.11,7.65,1.00,2.17,3.42,1.00,2.43,2.95,1.00,1.56,2.26,0.00,0.73,1.13,3.00,4.18,4.96,0.19,0.25,0.27,2.00,2.94,3.54,0.00,0.26,0.80,0.00,0.30,0.74,0.00,0.33,0.72,0.00,0.26,0.64,0.00,0.08,0.29,21.00,27.11,23.83,13.00,15.92,14.23,9.00,13.15,13.15,7.00,10.12,9.58,2.00,3.84,4.01,9.00,12.60,12.10,21.00,25.69,22.79,48.10,47.43,20.27,10.00,13.09,12.20,16.00,18.77,15.34,3.00,5.98,7.95,11.00,12.79,10.82,9.00,12.75,12.70,30.00,39.86,34.85,18.00,31.53,36.10,0.00,0.67,1.10,809.00,959.95,715.65,37.00,107.03,200.98,176.00,315.19,348.04,315.00,410.14,369.21,172.00,243.55,239.45,23.00,40.24,47.39,809.00,959.73,715.53,17.00,28.69,32.88,8.00,13.09,15.45,46.30,47.26,19.20,7.00,12.55,14.90,42.90,41.75,18.99,455.00,549.38,435.37,2331.00,2903.28,2280.49,1150.00,1492.91,1258.24,17.00,28.85,32.30,14.00,20.34,19.98,3.00,9.20,16.01,15.00,21.76,20.96,9.00,14.51,16.07,511.00,628.42,508.08,30.00,58.65,71.20,16.00,16.94,11.17,82.00,80.08,9.00,8.00,10.77,10.23,4.00,5.72,5.20,20.00,21.27,9.69,2.00,4.88,6.40,1.29,1.33,0.59,24.00,27.67,20.39,26.00,27.56,18.26,23.30,26.14,18.23,24.70,26.04,17.04,14.00,16.90,13.68,12.00,16.37,15.71,1.00,2.92,4.65,10.00,26.61,42.32,0.00,0.10,0.33,62.00,74.18,55.84,12.00,20.49,23.83,16.00,20.44,20.97,46.90,48.34,21.54
0,West Ham United,27.50,28.27,3.87,23.50,23.36,10.83,21.00,19.00,13.51,1776.00,1701.73,1137.04,1.00,2.41,3.91,0.00,0.18,0.59,0.00,1.82,2.65,2.50,3.64,3.50,0.00,0.14,0.35,1.30,2.38,3.06,1.25,2.20,2.93,0.35,1.60,2.23,10.00,25.27,32.00,33.50,54.77,52.04,28.00,53.77,64.37,0.04,0.13,0.20,0.00,0.07,0.09,0.10,0.20,0.23,0.04,0.13,0.20,0.10,0.19,0.23,0.07,0.12,0.12,0.06,0.07,0.07,0.11,0.19,0.17,0.07,0.11,0.11,0.11,0.19,0.16,37.00,37.00,22.63,2.20,2.20,0.60,120.50,120.50,95.46,84.50,84.50,72.83,70.25,70.25,6.01,7.00,7.00,5.66,5.00,5.00,5.66,7.00,7.00,5.66,2.50,2.50,2.12,13.60,13.60,0.99,5.00,5.00,2.83,4.00,4.00,1.41,1.00,1.00,1.41,0.00,0.00,0.00,14.30,14.30,20.22,1.00,2.59,4.01,13.00,20.14,22.50,3.00,6.59,8.71,27.80,30.72,14.61,0.93,1.17,0.97,0.30,0.38,0.34,0.07,0.09,0.08,0.32,0.30,0.25,17.30,16.63,5.27,0.00,0.77,3.41,0.00,0.18,0.59,0.00,0.23,0.61,1.30,2.38,3.06,1.25,2.20,2.93,0.10,0.09,0.04,-0.05,0.21,1.31,-0.05,0.21,1.28,483.00,569.41,450.20,668.50,742.05,565.02,75.50,75.27,6.76,8262.00,9948.50,7620.07,2709.50,3885.50,3596.89,148.50,273.27,249.37,167.50,310.00,277.42,88.60,87.50,6.32,186.00,218.64,174.50,217.00,261.05,203.84,81.10,82.09,10.50,53.50,60.41,59.08,95.00,123.50,128.37,49.80,47.06,15.86,0.00,1.82,2.65,0.35,1.60,2.23,0.35,1.40,1.92,0.00,0.22,0.92,5.00,13.86,16.95,26.50,44.50,43.93,5.00,10.23,13.81,0.50,3.23,5.64,33.50,54.77,52.04,576.00,660.18,497.87,39.50,78.64,106.56,10.50,19.50,25.07,1.00,2.73,6.28,4.00,7.18,8.36,7.00,30.05,47.52,3.00,32.68,84.00,0.00,7.50,25.82,0.00,4.23,14.53,0.00,2.77,11.28,0.00,0.00,0.00,483.00,569.41,450.20,2.00,3.23,3.02,9.50,18.68,20.02,16.50,35.45,36.93,1.94,1.98,1.35,12.50,23.45,22.97,0.50,4.14,11.23,0.00,2.64,5.45,1.00,1.95,2.17,1.00,2.14,3.21,1.00,1.14,1.25,1.50,4.73,6.06,0.16,0.21,0.21,1.00,3.18,4.16,0.00,0.50,1.54,0.00,0.36,0.79,0.00,0.36,0.79,0.00,0.18,0.50,0.00,0.14,0.35,19.00,31.05,30.23,11.00,19.32,19.47,11.50,15.91,16.39,7.50,11.50,11.67,1.50,3.64,4.83,9.50,13.95,14.12,16.00,27.55,25.25,49.05,49.53,18.05,8.50,13.59,12.20,18.50,22.05,19.22,3.00,8.09,9.64,8.50,13.95,13.04,8.50,16.36,15.61,31.00,47.41,44.08,15.00,41.14,45.72,0.00,0.41,0.85,898.50,946.00,693.22,51.50,118.27,181.01,224.00,331.45,292.80,299.00,412.05,357.52,108.50,212.41,221.48,22.50,34.00,40.97,898.50,945.73,692.94,12.50,33.86,50.31,6.00,16.05,27.07,46.20,46.21,25.15,6.50,14.59,19.69,41.90,44.24,22.04,445.50,506.82,361.87,2329.00,2752.45,2009.98,1216.50,1307.82,982.43,10.00,25.27,32.00,9.50,16.68,18.00,2.00,7.64,13.11,11.50,23.14,27.32,8.00,18.05,26.58,408.50,564.27,425.78,28.00,53.77,64.37,21.00,19.00,13.51,85.50,82.50,7.60,15.00,13.95,11.75,3.00,4.36,4.30,23.00,22.18,9.80,3.00,7.27,9.37,1.33,1.28,0.32,30.00,29.82,21.26,39.00,36.77,24.11,26.05,25.96,17.38,36.65,35.30,23.26,14.50,17.55,15.32,6.50,17.77,20.61,1.00,3.23,5.56,7.00,30.05,47.52,0.00,0.18,0.50,62.50,82.23,67.62,20.00,25.91,26.35,23.00,25.59,23.53,50.95,50.49,23.85
